Linha,Rotulo Verdadeiro,Rotulo Classificado
37181,6.0,3.0
37182,6.0,3.0
37183,6.0,3.0
37184,6.0,3.0
37185,6.0,3.0
37186,6.0,3.0
37187,6.0,3.0
37188,6.0,3.0
37189,6.0,3.0
37190,6.0,3.0
37191,6.0,3.0
37192,6.0,3.0
37193,6.0,3.0
37194,6.0,3.0
37195,6.0,3.0
37196,6.0,3.0
37197,6.0,3.0
37198,6.0,3.0
37199,6.0,3.0
37200,6.0,3.0
37201,6.0,3.0
37202,6.0,3.0
37203,6.0,3.0
37204,6.0,3.0
37205,6.0,3.0
37206,6.0,3.0
37207,6.0,3.0
37208,6.0,3.0
37209,6.0,3.0
37210,6.0,3.0
37211,6.0,3.0
37212,6.0,3.0
37213,6.0,3.0
37214,6.0,3.0
37215,6.0,3.0
37216,6.0,3.0
37217,6.0,3.0
37218,6.0,3.0
37219,6.0,3.0
37220,6.0,3.0
37221,6.0,3.0
37222,6.0,3.0
37223,6.0,3.0
37224,6.0,3.0
37225,6.0,3.0
37226,6.0,3.0
37227,6.0,3.0
37228,6.0,3.0
37229,6.0,3.0
37230,6.0,3.0
37231,6.0,3.0
37232,6.0,3.0
37233,6.0,3.0
37234,6.0,3.0
37235,6.0,3.0
37236,6.0,3.0
37237,6.0,3.0
37238,6.0,3.0
37239,6.0,3.0
37240,6.0,3.0
37241,6.0,3.0
37242,6.0,3.0
37243,6.0,3.0
37244,6.0,3.0
37245,6.0,3.0
37246,6.0,3.0
37247,6.0,3.0
37248,6.0,3.0
37249,6.0,3.0
37250,6.0,3.0
37251,6.0,3.0
37252,6.0,3.0
37253,6.0,3.0
37254,6.0,3.0
37255,6.0,3.0
37256,6.0,3.0
37257,6.0,3.0
37258,6.0,3.0
37259,6.0,3.0
37260,6.0,3.0
37261,6.0,3.0
37262,6.0,3.0
37263,6.0,3.0
37264,6.0,3.0
37265,6.0,3.0
37266,6.0,3.0
37267,6.0,3.0
37268,6.0,3.0
37269,6.0,3.0
37270,6.0,3.0
37271,6.0,3.0
37272,6.0,3.0
37273,6.0,3.0
37274,6.0,3.0
37275,6.0,3.0
37276,6.0,3.0
37277,6.0,3.0
37278,6.0,3.0
37279,6.0,3.0
37280,6.0,3.0
37281,6.0,3.0
37282,6.0,3.0
37283,6.0,3.0
37284,6.0,3.0
37285,6.0,3.0
37286,6.0,3.0
37287,6.0,3.0
37288,6.0,3.0
37289,6.0,3.0
37290,6.0,3.0
37291,6.0,3.0
37292,6.0,3.0
37293,6.0,3.0
37294,6.0,3.0
37295,6.0,3.0
37296,6.0,3.0
37297,6.0,3.0
37298,6.0,3.0
37299,6.0,3.0
37300,6.0,3.0
37301,6.0,3.0
37302,6.0,3.0
37303,6.0,3.0
37304,6.0,3.0
37305,6.0,3.0
37306,6.0,3.0
37307,6.0,3.0
37308,6.0,3.0
37309,6.0,3.0
37310,6.0,3.0
37311,6.0,3.0
37312,6.0,3.0
37313,6.0,3.0
37314,6.0,3.0
37315,6.0,3.0
37316,6.0,3.0
37317,6.0,3.0
37318,6.0,3.0
37319,6.0,3.0
37320,6.0,3.0
37321,6.0,3.0
37322,6.0,3.0
37323,6.0,3.0
37324,6.0,3.0
37325,6.0,3.0
37326,6.0,3.0
37327,6.0,3.0
37328,6.0,3.0
37329,6.0,3.0
37330,6.0,3.0
37331,6.0,3.0
37332,6.0,3.0
37333,6.0,3.0
37334,6.0,3.0
37335,6.0,3.0
37336,6.0,3.0
37337,6.0,3.0
37338,6.0,3.0
37339,6.0,3.0
37340,6.0,3.0
37341,6.0,3.0
37342,6.0,3.0
37343,6.0,3.0
37344,6.0,3.0
37345,6.0,3.0
37346,6.0,3.0
37347,6.0,3.0
37348,6.0,3.0
37349,6.0,3.0
37350,6.0,3.0
37351,6.0,3.0
37352,6.0,3.0
37353,6.0,3.0
37354,6.0,3.0
37355,6.0,3.0
37356,6.0,3.0
37357,6.0,3.0
37358,6.0,3.0
37359,6.0,3.0
37360,6.0,3.0
37361,6.0,3.0
37362,6.0,3.0
37363,6.0,3.0
37364,6.0,3.0
37365,6.0,3.0
37366,6.0,3.0
37367,6.0,3.0
37368,6.0,3.0
37369,6.0,3.0
37370,6.0,3.0
37371,6.0,3.0
37372,6.0,3.0
37373,6.0,3.0
37374,6.0,3.0
37375,6.0,3.0
37376,6.0,3.0
37377,6.0,3.0
37378,6.0,3.0
37379,6.0,3.0
37380,6.0,3.0
37381,6.0,3.0
37382,6.0,3.0
37383,6.0,3.0
37384,6.0,3.0
37385,6.0,3.0
37386,6.0,3.0
37387,6.0,3.0
37388,6.0,3.0
37389,6.0,3.0
37390,6.0,3.0
37391,6.0,3.0
37392,6.0,3.0
37393,6.0,3.0
37394,6.0,3.0
37395,6.0,3.0
37396,6.0,3.0
37397,6.0,3.0
37398,6.0,3.0
37399,6.0,3.0
37400,6.0,3.0
37401,6.0,3.0
37402,6.0,3.0
37403,6.0,3.0
37404,6.0,3.0
37405,6.0,3.0
37406,6.0,3.0
37407,6.0,3.0
37408,6.0,3.0
37409,6.0,3.0
37410,6.0,3.0
37411,6.0,3.0
37412,6.0,3.0
37413,6.0,3.0
37414,6.0,3.0
37415,6.0,3.0
37416,6.0,3.0
37417,6.0,3.0
37418,6.0,3.0
37419,6.0,3.0
37420,6.0,3.0
37421,6.0,3.0
37422,6.0,3.0
37423,6.0,3.0
37424,6.0,3.0
37425,6.0,3.0
37426,6.0,3.0
37427,6.0,3.0
37428,6.0,3.0
37429,6.0,3.0
37430,6.0,3.0
37431,6.0,3.0
37432,6.0,3.0
37433,6.0,3.0
37434,6.0,3.0
37435,6.0,3.0
37436,6.0,3.0
37437,6.0,3.0
37438,6.0,3.0
37439,6.0,3.0
37440,6.0,3.0
37441,6.0,3.0
37442,6.0,3.0
37443,6.0,3.0
37444,6.0,3.0
37445,6.0,3.0
37446,6.0,3.0
37447,6.0,3.0
37448,6.0,3.0
37449,6.0,3.0
37450,6.0,3.0
37451,6.0,3.0
37452,6.0,3.0
37453,6.0,3.0
37454,6.0,3.0
37455,6.0,3.0
37456,6.0,3.0
37457,6.0,3.0
37458,6.0,3.0
37459,6.0,3.0
37460,6.0,3.0
37461,6.0,3.0
37462,6.0,3.0
37463,6.0,3.0
37464,6.0,3.0
37465,6.0,3.0
37466,6.0,3.0
37467,6.0,3.0
37468,6.0,3.0
37469,6.0,3.0
37470,6.0,3.0
37471,6.0,3.0
37472,6.0,3.0
37473,6.0,3.0
37474,6.0,3.0
37475,6.0,3.0
37476,6.0,3.0
37477,6.0,3.0
37478,6.0,3.0
37479,6.0,3.0
37480,6.0,3.0
37481,6.0,3.0
37482,6.0,3.0
37483,6.0,3.0
37484,6.0,3.0
37485,6.0,3.0
37486,6.0,3.0
37487,6.0,3.0
37488,6.0,3.0
37489,6.0,3.0
37490,6.0,3.0
37491,6.0,3.0
37492,6.0,3.0
37493,6.0,3.0
37494,6.0,3.0
37495,6.0,3.0
37496,6.0,3.0
37497,6.0,3.0
37498,6.0,3.0
37499,6.0,3.0
37500,6.0,3.0
37501,6.0,3.0
37502,6.0,3.0
37503,6.0,3.0
37504,6.0,3.0
37505,6.0,3.0
37506,6.0,3.0
37507,6.0,3.0
37508,6.0,3.0
37509,6.0,3.0
37510,6.0,3.0
37511,6.0,3.0
37512,6.0,3.0
37513,6.0,3.0
37514,6.0,3.0
37515,6.0,3.0
37516,6.0,3.0
37517,6.0,3.0
37518,6.0,3.0
37519,6.0,3.0
37520,6.0,3.0
37521,6.0,3.0
37522,6.0,3.0
37523,6.0,3.0
37524,6.0,3.0
37525,6.0,3.0
37526,6.0,3.0
37527,6.0,3.0
37528,6.0,3.0
37529,6.0,3.0
37530,6.0,3.0
37531,6.0,3.0
37532,6.0,3.0
37533,6.0,3.0
37534,6.0,3.0
37535,6.0,3.0
37536,6.0,3.0
37537,6.0,3.0
37538,6.0,3.0
37539,6.0,3.0
37540,6.0,3.0
37541,6.0,3.0
37542,6.0,3.0
37543,6.0,3.0
37544,6.0,3.0
37545,6.0,3.0
37546,6.0,3.0
37547,6.0,3.0
37548,6.0,3.0
37549,6.0,3.0
37550,6.0,3.0
37551,6.0,3.0
37552,6.0,3.0
37553,6.0,3.0
37554,6.0,3.0
37555,6.0,3.0
37556,6.0,3.0
37557,6.0,3.0
37558,6.0,3.0
37559,6.0,3.0
37560,6.0,3.0
37561,6.0,3.0
37562,6.0,3.0
37563,6.0,3.0
37564,6.0,3.0
37565,6.0,3.0
37566,6.0,3.0
37567,6.0,3.0
37568,6.0,3.0
37569,6.0,3.0
37570,6.0,3.0
37571,6.0,3.0
37572,6.0,3.0
37573,6.0,3.0
37574,6.0,3.0
37575,6.0,3.0
37576,6.0,3.0
37577,6.0,3.0
37578,6.0,3.0
37579,6.0,3.0
37580,6.0,3.0
37581,6.0,3.0
37582,6.0,3.0
37583,6.0,3.0
37584,6.0,3.0
37585,6.0,3.0
37586,6.0,3.0
37587,6.0,3.0
37588,6.0,3.0
37589,6.0,3.0
37590,6.0,3.0
37591,6.0,3.0
37592,6.0,3.0
37593,6.0,3.0
37594,6.0,3.0
37595,6.0,3.0
37596,6.0,3.0
37597,6.0,3.0
37598,6.0,3.0
37599,6.0,3.0
37600,6.0,3.0
37601,6.0,3.0
37602,6.0,3.0
37603,6.0,3.0
37604,6.0,3.0
37605,6.0,3.0
37606,6.0,3.0
37607,6.0,3.0
37608,6.0,3.0
37609,6.0,3.0
37610,6.0,3.0
37611,6.0,3.0
37612,6.0,3.0
37613,6.0,3.0
37614,6.0,3.0
37615,6.0,3.0
37616,6.0,3.0
37617,6.0,3.0
37618,6.0,3.0
37619,6.0,3.0
37620,6.0,3.0
37621,6.0,3.0
37622,6.0,3.0
37623,6.0,3.0
37624,6.0,3.0
37625,6.0,3.0
37626,6.0,3.0
37627,6.0,3.0
37628,6.0,3.0
37629,6.0,3.0
37630,6.0,3.0
37631,6.0,3.0
37632,6.0,3.0
37633,6.0,3.0
37634,6.0,3.0
37635,6.0,3.0
37636,6.0,3.0
37637,6.0,3.0
37638,6.0,3.0
37639,6.0,3.0
37640,6.0,3.0
37641,6.0,3.0
37642,6.0,3.0
37643,6.0,3.0
37644,6.0,3.0
37645,6.0,3.0
37646,6.0,3.0
37647,6.0,3.0
37648,6.0,3.0
37649,6.0,3.0
37650,6.0,3.0
37651,6.0,3.0
37652,6.0,3.0
37653,6.0,3.0
37654,6.0,3.0
37655,6.0,3.0
37656,6.0,3.0
37657,6.0,3.0
37658,6.0,3.0
37659,6.0,3.0
37660,6.0,3.0
37661,6.0,3.0
37662,6.0,3.0
37663,6.0,3.0
37664,6.0,3.0
37665,6.0,3.0
37666,6.0,3.0
37667,6.0,3.0
37668,6.0,3.0
37669,6.0,3.0
37670,6.0,3.0
37671,6.0,3.0
37672,6.0,3.0
37673,6.0,3.0
37674,6.0,3.0
37675,6.0,3.0
37676,6.0,3.0
37677,6.0,3.0
37678,6.0,3.0
37679,6.0,3.0
37680,6.0,3.0
37681,6.0,3.0
37682,6.0,3.0
37683,6.0,3.0
37684,6.0,3.0
37685,6.0,3.0
37686,6.0,3.0
37687,6.0,3.0
37688,6.0,3.0
37689,6.0,3.0
37690,6.0,3.0
37691,6.0,3.0
37692,6.0,3.0
37693,6.0,3.0
37694,6.0,3.0
37695,6.0,3.0
37696,6.0,3.0
37697,6.0,3.0
37698,6.0,3.0
37699,6.0,3.0
37700,6.0,3.0
37701,6.0,3.0
37702,6.0,3.0
37703,6.0,3.0
37704,6.0,3.0
37705,6.0,3.0
37706,6.0,3.0
37707,6.0,3.0
37708,6.0,3.0
37709,6.0,3.0
37710,6.0,3.0
37711,6.0,3.0
37712,6.0,3.0
37713,6.0,3.0
37714,6.0,3.0
37715,6.0,3.0
37716,6.0,3.0
37717,6.0,3.0
37718,6.0,3.0
37719,6.0,3.0
37720,6.0,3.0
37721,6.0,3.0
37722,6.0,3.0
37723,6.0,3.0
37724,6.0,3.0
37725,6.0,3.0
37726,6.0,3.0
37727,6.0,3.0
37728,6.0,3.0
37729,6.0,3.0
37730,6.0,3.0
37731,6.0,3.0
37732,6.0,3.0
37733,6.0,3.0
37734,6.0,3.0
37735,6.0,3.0
37736,6.0,3.0
37737,6.0,3.0
37738,6.0,3.0
37739,6.0,3.0
37740,6.0,3.0
37741,6.0,3.0
37742,6.0,3.0
37743,6.0,3.0
37744,6.0,3.0
37745,6.0,3.0
37746,6.0,3.0
37747,6.0,3.0
37748,6.0,3.0
37749,6.0,3.0
37750,6.0,3.0
37751,6.0,3.0
37752,6.0,3.0
37753,6.0,3.0
37754,6.0,3.0
37755,6.0,3.0
37756,6.0,3.0
37757,6.0,3.0
37758,6.0,3.0
37759,6.0,3.0
37760,6.0,3.0
37761,6.0,3.0
37762,6.0,3.0
37763,6.0,3.0
37764,6.0,3.0
37765,6.0,3.0
37766,6.0,3.0
37767,6.0,3.0
37768,6.0,3.0
37769,6.0,3.0
37770,6.0,3.0
37771,6.0,3.0
37772,6.0,3.0
37773,6.0,3.0
37774,6.0,3.0
37775,6.0,3.0
37776,6.0,3.0
37777,6.0,3.0
37778,6.0,3.0
37779,6.0,3.0
37780,6.0,3.0
37781,6.0,3.0
37782,6.0,3.0
37783,6.0,3.0
37784,6.0,3.0
37785,6.0,3.0
37786,6.0,3.0
37787,6.0,3.0
37788,6.0,3.0
37789,6.0,3.0
37790,6.0,3.0
37791,6.0,3.0
37792,6.0,3.0
37793,6.0,3.0
37794,6.0,3.0
37795,6.0,3.0
37796,6.0,3.0
37797,6.0,3.0
37798,6.0,3.0
37799,6.0,3.0
37800,6.0,3.0
37801,6.0,3.0
37802,6.0,3.0
37803,6.0,3.0
37804,6.0,3.0
37805,6.0,3.0
37806,6.0,3.0
37807,6.0,3.0
37808,6.0,3.0
37809,6.0,3.0
37810,6.0,3.0
37811,6.0,3.0
37812,6.0,3.0
37813,6.0,3.0
37814,6.0,3.0
37815,6.0,3.0
37816,6.0,3.0
37817,6.0,3.0
37818,6.0,3.0
37819,6.0,3.0
37820,6.0,3.0
37821,6.0,3.0
37822,6.0,3.0
37823,6.0,3.0
37824,6.0,3.0
37825,6.0,3.0
37826,6.0,3.0
37827,6.0,3.0
37828,6.0,3.0
37829,6.0,3.0
37830,6.0,3.0
37831,6.0,3.0
37832,6.0,3.0
37833,6.0,3.0
37834,6.0,3.0
37835,6.0,3.0
37836,6.0,3.0
37837,6.0,3.0
37838,6.0,3.0
37839,6.0,3.0
37840,6.0,3.0
37841,6.0,3.0
37842,6.0,3.0
37843,6.0,3.0
37844,6.0,3.0
37845,6.0,3.0
37846,6.0,3.0
37847,6.0,3.0
37848,6.0,3.0
37849,6.0,3.0
37850,6.0,3.0
37851,6.0,3.0
37852,6.0,3.0
37853,6.0,3.0
37854,6.0,3.0
37855,6.0,3.0
37856,6.0,3.0
37857,6.0,3.0
37858,6.0,3.0
37859,6.0,3.0
37860,6.0,3.0
37861,6.0,3.0
37862,6.0,3.0
37863,6.0,3.0
37864,6.0,3.0
37865,6.0,3.0
37866,6.0,3.0
37867,6.0,3.0
37868,6.0,3.0
37869,6.0,3.0
37870,6.0,3.0
37871,6.0,3.0
37872,6.0,3.0
37873,6.0,3.0
37874,6.0,3.0
37875,6.0,3.0
37876,6.0,3.0
37877,6.0,3.0
37878,6.0,3.0
37879,6.0,3.0
37880,6.0,3.0
37881,6.0,3.0
37882,6.0,3.0
37883,6.0,3.0
37884,6.0,3.0
37885,6.0,3.0
37886,6.0,3.0
37887,6.0,3.0
37888,6.0,3.0
37889,6.0,3.0
37890,6.0,3.0
37891,6.0,3.0
37892,6.0,3.0
37893,6.0,3.0
37894,6.0,3.0
37895,6.0,3.0
37896,6.0,3.0
37897,6.0,3.0
37898,6.0,3.0
37899,6.0,3.0
37900,6.0,3.0
37901,6.0,3.0
37902,6.0,3.0
37903,6.0,3.0
37904,6.0,3.0
37905,6.0,3.0
37906,6.0,3.0
37907,6.0,3.0
37908,6.0,3.0
37909,6.0,3.0
37910,6.0,3.0
37911,6.0,3.0
37912,6.0,3.0
37913,6.0,3.0
37914,6.0,3.0
37915,6.0,3.0
37916,6.0,3.0
37917,6.0,3.0
37918,6.0,3.0
37919,6.0,3.0
37920,6.0,3.0
37921,6.0,3.0
37922,6.0,3.0
37923,6.0,3.0
37924,6.0,3.0
37925,6.0,3.0
37926,6.0,3.0
37927,6.0,3.0
37928,6.0,3.0
37929,6.0,3.0
37930,6.0,3.0
37931,6.0,3.0
37932,6.0,3.0
37933,6.0,3.0
37934,6.0,3.0
37935,6.0,3.0
37936,6.0,3.0
37937,6.0,3.0
37938,6.0,3.0
37939,6.0,3.0
37940,6.0,3.0
37941,6.0,3.0
37942,6.0,3.0
37943,6.0,3.0
37944,6.0,3.0
37945,6.0,3.0
37946,6.0,3.0
37947,6.0,3.0
37948,6.0,3.0
37949,6.0,3.0
37950,6.0,3.0
37951,6.0,3.0
37952,6.0,3.0
37953,6.0,3.0
37954,6.0,3.0
37955,6.0,3.0
37956,6.0,3.0
37957,6.0,3.0
37958,6.0,3.0
37959,6.0,3.0
37960,6.0,3.0
37961,6.0,3.0
37962,6.0,3.0
37963,6.0,3.0
37964,6.0,3.0
37965,6.0,3.0
37966,6.0,3.0
37967,6.0,3.0
37968,6.0,3.0
37969,6.0,3.0
37970,6.0,3.0
37971,6.0,3.0
37972,6.0,3.0
37973,6.0,3.0
37974,6.0,3.0
37975,6.0,3.0
37976,6.0,3.0
37977,6.0,3.0
37978,6.0,3.0
37979,6.0,3.0
37980,6.0,3.0
37981,6.0,3.0
37982,6.0,3.0
37983,6.0,3.0
37984,6.0,3.0
37985,6.0,3.0
37986,6.0,3.0
37987,6.0,3.0
37988,6.0,3.0
37989,6.0,3.0
37990,6.0,3.0
37991,6.0,3.0
37992,6.0,3.0
37993,6.0,3.0
37994,6.0,3.0
37995,6.0,3.0
37996,6.0,3.0
37997,6.0,3.0
37998,6.0,3.0
37999,6.0,3.0
38000,6.0,3.0
38001,6.0,3.0
38002,6.0,3.0
38003,6.0,3.0
38004,6.0,3.0
38005,6.0,3.0
38006,6.0,3.0
38007,6.0,3.0
38008,6.0,3.0
38009,6.0,3.0
38010,6.0,3.0
38011,6.0,3.0
38012,6.0,3.0
38013,6.0,3.0
38014,6.0,3.0
38015,6.0,3.0
38016,6.0,3.0
38017,6.0,3.0
38018,6.0,3.0
38019,6.0,3.0
38020,6.0,3.0
38021,6.0,3.0
38022,6.0,3.0
38023,6.0,3.0
38024,6.0,3.0
38025,6.0,3.0
38026,6.0,3.0
38027,6.0,3.0
38028,6.0,3.0
38029,6.0,3.0
38030,6.0,3.0
38031,6.0,3.0
38032,6.0,3.0
38033,6.0,3.0
38034,6.0,3.0
38035,6.0,3.0
38036,6.0,3.0
38037,6.0,3.0
38038,6.0,3.0
38039,6.0,3.0
38040,6.0,3.0
38041,6.0,3.0
38042,6.0,3.0
38043,6.0,3.0
38044,6.0,3.0
38045,6.0,3.0
38046,6.0,3.0
38047,6.0,3.0
38048,6.0,3.0
38049,6.0,3.0
38050,6.0,3.0
38051,6.0,3.0
38052,6.0,3.0
38053,6.0,3.0
38054,6.0,3.0
38055,6.0,3.0
38056,6.0,3.0
38057,6.0,3.0
38058,6.0,3.0
38059,6.0,3.0
38060,6.0,3.0
38061,6.0,3.0
38062,6.0,3.0
38063,6.0,3.0
38064,6.0,3.0
38065,6.0,3.0
38066,6.0,3.0
38067,6.0,3.0
38068,6.0,3.0
38069,6.0,3.0
38070,6.0,3.0
38071,6.0,3.0
38072,6.0,3.0
38073,6.0,3.0
38074,6.0,3.0
38075,6.0,3.0
38076,6.0,3.0
38077,6.0,3.0
38078,6.0,3.0
38079,6.0,3.0
38080,6.0,3.0
38081,6.0,3.0
38082,6.0,3.0
38083,6.0,3.0
38084,6.0,3.0
38085,6.0,3.0
38086,6.0,3.0
38087,6.0,3.0
38088,6.0,3.0
38089,6.0,3.0
38090,6.0,3.0
38091,6.0,3.0
38092,6.0,3.0
38093,6.0,3.0
38094,6.0,3.0
38095,6.0,3.0
38096,6.0,3.0
38097,6.0,3.0
38098,6.0,3.0
38099,6.0,3.0
38100,6.0,3.0
38101,6.0,3.0
38102,6.0,3.0
38103,6.0,3.0
38104,6.0,3.0
38105,6.0,3.0
38106,6.0,3.0
38107,6.0,3.0
38108,6.0,3.0
38109,6.0,3.0
38110,6.0,3.0
38111,6.0,3.0
38112,6.0,3.0
38113,6.0,3.0
38114,6.0,3.0
38115,6.0,3.0
38116,6.0,3.0
38117,6.0,3.0
38118,6.0,3.0
38119,6.0,3.0
38120,6.0,3.0
38121,6.0,3.0
38122,6.0,3.0
38123,6.0,3.0
38124,6.0,3.0
38125,6.0,3.0
38126,6.0,3.0
38127,6.0,3.0
38128,6.0,3.0
38129,6.0,3.0
38130,6.0,3.0
38131,6.0,3.0
38132,6.0,3.0
38133,6.0,3.0
38134,6.0,3.0
38135,6.0,3.0
38136,6.0,3.0
38137,6.0,3.0
38138,6.0,3.0
38139,6.0,3.0
38140,6.0,3.0
38141,6.0,3.0
38142,6.0,3.0
38143,6.0,3.0
38144,6.0,3.0
38145,6.0,3.0
38146,6.0,3.0
38147,6.0,3.0
38148,6.0,3.0
38149,6.0,3.0
38150,6.0,3.0
38151,6.0,3.0
38152,6.0,3.0
38153,6.0,3.0
38154,6.0,3.0
38155,6.0,3.0
38156,6.0,3.0
38157,6.0,3.0
38158,6.0,3.0
38159,6.0,3.0
38160,6.0,3.0
38161,6.0,3.0
38162,6.0,3.0
38163,6.0,3.0
38164,6.0,3.0
38165,6.0,3.0
38166,6.0,3.0
38167,6.0,3.0
38168,6.0,3.0
38169,6.0,3.0
38170,6.0,3.0
38171,6.0,3.0
38172,6.0,3.0
38173,6.0,3.0
38174,6.0,3.0
38175,6.0,3.0
38176,6.0,3.0
38177,6.0,3.0
38178,6.0,3.0
38179,6.0,3.0
38180,6.0,3.0
38181,6.0,3.0
38182,6.0,3.0
38183,6.0,3.0
38184,6.0,3.0
38185,6.0,3.0
38186,6.0,3.0
38187,6.0,3.0
38188,6.0,3.0
38189,6.0,3.0
38190,6.0,3.0
38191,6.0,3.0
38192,6.0,3.0
38193,6.0,3.0
38194,6.0,3.0
38195,6.0,3.0
38196,6.0,3.0
38197,6.0,3.0
38198,6.0,3.0
38199,6.0,3.0
38200,6.0,3.0
38201,6.0,3.0
38202,6.0,3.0
38203,6.0,3.0
38204,6.0,3.0
38205,6.0,3.0
38206,6.0,3.0
38207,6.0,3.0
38208,6.0,3.0
38209,6.0,3.0
38210,6.0,3.0
38211,6.0,3.0
38212,6.0,3.0
38213,6.0,3.0
38214,6.0,3.0
38215,6.0,3.0
38216,6.0,3.0
38217,6.0,3.0
38218,6.0,3.0
38219,6.0,3.0
38220,6.0,3.0
38221,6.0,3.0
38222,6.0,3.0
38223,6.0,3.0
38224,6.0,3.0
38225,6.0,3.0
38226,6.0,3.0
38227,6.0,3.0
38228,6.0,3.0
38229,6.0,3.0
38230,6.0,3.0
38231,6.0,3.0
38232,6.0,3.0
38233,6.0,3.0
38234,6.0,3.0
38235,6.0,3.0
38236,6.0,3.0
38237,6.0,3.0
38238,6.0,3.0
38239,6.0,3.0
38240,6.0,3.0
38241,6.0,3.0
38242,6.0,3.0
38243,6.0,3.0
38244,6.0,3.0
38245,6.0,3.0
38246,6.0,3.0
38247,6.0,3.0
38248,6.0,3.0
38249,6.0,3.0
38250,6.0,3.0
38251,6.0,3.0
38252,6.0,3.0
38253,6.0,3.0
38254,6.0,3.0
38255,6.0,3.0
38256,6.0,3.0
38257,6.0,3.0
38258,6.0,3.0
38259,6.0,3.0
38260,6.0,3.0
38261,6.0,3.0
38262,6.0,3.0
38263,6.0,3.0
38264,6.0,3.0
38265,6.0,3.0
38266,6.0,3.0
38267,6.0,3.0
38268,6.0,3.0
38269,6.0,3.0
38270,6.0,3.0
38271,6.0,3.0
38272,6.0,3.0
38273,6.0,3.0
38274,6.0,3.0
38275,6.0,3.0
38276,6.0,3.0
38277,6.0,3.0
38278,6.0,3.0
38279,6.0,3.0
38280,6.0,3.0
38281,6.0,3.0
38282,6.0,3.0
38283,6.0,3.0
38284,6.0,3.0
38285,6.0,3.0
38286,6.0,3.0
38287,6.0,3.0
38288,6.0,3.0
38289,6.0,3.0
38290,6.0,3.0
38291,6.0,3.0
38292,6.0,3.0
38293,6.0,3.0
38294,6.0,3.0
38295,6.0,3.0
38296,6.0,3.0
38297,6.0,3.0
38298,6.0,3.0
38299,6.0,3.0
38300,6.0,3.0
38301,6.0,3.0
38302,6.0,3.0
38303,6.0,3.0
38304,6.0,3.0
38305,6.0,3.0
38306,6.0,3.0
38307,6.0,3.0
38308,6.0,3.0
38309,6.0,3.0
38310,6.0,3.0
38311,6.0,3.0
38312,6.0,3.0
38313,6.0,3.0
38314,6.0,3.0
38315,6.0,3.0
38316,6.0,3.0
38317,6.0,3.0
38318,6.0,3.0
38319,6.0,3.0
38320,6.0,3.0
38321,6.0,3.0
38322,6.0,3.0
38323,6.0,3.0
38324,6.0,3.0
38325,6.0,3.0
38326,6.0,3.0
38327,6.0,3.0
38328,6.0,3.0
38329,6.0,3.0
38330,6.0,3.0
38331,6.0,3.0
38332,6.0,3.0
38333,6.0,3.0
38334,6.0,3.0
38335,6.0,3.0
38336,6.0,3.0
38337,6.0,3.0
38338,6.0,3.0
38339,6.0,3.0
38340,6.0,3.0
38341,6.0,3.0
38342,6.0,3.0
38343,6.0,3.0
38344,6.0,3.0
38345,6.0,3.0
38346,6.0,3.0
38347,6.0,3.0
38348,6.0,3.0
38349,6.0,3.0
38350,6.0,3.0
38351,6.0,3.0
38352,6.0,3.0
38353,6.0,3.0
38354,6.0,3.0
38355,6.0,3.0
38356,6.0,3.0
38357,6.0,3.0
38358,6.0,3.0
38359,6.0,3.0
38360,6.0,3.0
38361,6.0,3.0
38362,6.0,3.0
38363,6.0,3.0
38364,6.0,3.0
38365,6.0,3.0
38366,6.0,3.0
38367,6.0,3.0
38368,6.0,3.0
38369,6.0,3.0
38370,6.0,3.0
38371,6.0,3.0
38372,6.0,3.0
38373,6.0,3.0
38374,6.0,3.0
38375,6.0,3.0
38376,6.0,3.0
38377,6.0,3.0
38378,6.0,3.0
38379,6.0,3.0
38380,6.0,3.0
38381,6.0,3.0
38382,6.0,3.0
38383,6.0,3.0
38384,6.0,3.0
38385,6.0,3.0
38386,6.0,3.0
38387,6.0,3.0
38388,6.0,3.0
38389,6.0,3.0
38390,6.0,3.0
38391,6.0,3.0
38392,6.0,3.0
38393,6.0,3.0
38394,6.0,3.0
38395,6.0,3.0
38396,6.0,3.0
38397,6.0,3.0
38398,6.0,3.0
38399,6.0,3.0
38400,6.0,3.0
38401,6.0,3.0
38402,6.0,3.0
38403,6.0,3.0
38404,6.0,3.0
38405,6.0,3.0
38406,6.0,3.0
38407,6.0,3.0
38408,6.0,3.0
38409,6.0,3.0
38410,6.0,3.0
38411,6.0,3.0
38412,6.0,3.0
38413,6.0,3.0
38414,6.0,3.0
38415,6.0,3.0
38416,6.0,3.0
38417,6.0,3.0
38418,6.0,3.0
38419,6.0,3.0
38420,6.0,3.0
38421,6.0,3.0
38422,6.0,3.0
38423,6.0,3.0
38424,6.0,3.0
38425,6.0,3.0
38426,6.0,3.0
38427,6.0,3.0
38428,6.0,3.0
38429,6.0,3.0
38430,6.0,3.0
38431,6.0,3.0
38432,6.0,3.0
38433,6.0,3.0
38434,6.0,3.0
38435,6.0,3.0
38436,6.0,3.0
38437,6.0,3.0
38438,6.0,3.0
38439,6.0,3.0
38440,6.0,3.0
38441,6.0,3.0
38442,6.0,3.0
38443,6.0,3.0
38444,6.0,3.0
38445,6.0,3.0
38446,6.0,3.0
38447,6.0,3.0
38448,6.0,3.0
38449,6.0,3.0
38450,6.0,3.0
